	fleet = {
		name = "Tihookyeanskiy Flot"
		naval_base = 957
		task_force = {
			ship = { name = "EK-6" definition = light_cruiser equipment = { light_cruiser_4 = { amount = 1 owner = SOV version_name = "Tacoma Class" } } }
			ship = { name = "EK-5" definition = light_cruiser equipment = { light_cruiser_4 = { amount = 1 owner = SOV version_name = "Tacoma Class" } } }
			ship = { name = "EK-8" definition = light_cruiser equipment = { light_cruiser_4 = { amount = 1 owner = SOV version_name = "Tacoma Class" } } }
			ship = { name = "EK-10" definition = light_cruiser equipment = { light_cruiser_4 = { amount = 1 owner = SOV version_name = "Tacoma Class" } } }
			ship = { name = "EK-17" definition = light_cruiser equipment = { light_cruiser_4 = { amount = 1 owner = SOV version_name = "Tacoma Class" } } }
			ship = { name = "EK-22" definition = light_cruiser equipment = { light_cruiser_4 = { amount = 1 owner = SOV version_name = "Tacoma Class" } } }
			ship = { name = "EK-18" definition = light_cruiser equipment = { light_cruiser_4 = { amount = 1 owner = SOV version_name = "Tacoma Class" } } }
			ship = { name = "EK-19" definition = light_cruiser equipment = { light_cruiser_4 = { amount = 1 owner = SOV version_name = "Tacoma Class" } } }
			ship = { name = "EK-20" definition = light_cruiser equipment = { light_cruiser_4 = { amount = 1 owner = SOV version_name = "Tacoma Class" } } }
			ship = { name = "EK-21" definition = light_cruiser equipment = { light_cruiser_4 = { amount = 1 owner = SOV version_name = "Tacoma Class" } } }
			ship = { name = "EK-9" definition = light_cruiser equipment = { light_cruiser_4 = { amount = 1 owner = SOV version_name = "Tacoma Class" } } }
			ship = { name = "EK-4" definition = light_cruiser equipment = { light_cruiser_4 = { amount = 1 owner = SOV version_name = "Tacoma Class" } } }
			ship = { name = "EK-7" definition = light_cruiser equipment = { light_cruiser_4 = { amount = 1 owner = SOV version_name = "Tacoma Class" } } }
			ship = { name = "EK-29" definition = light_cruiser equipment = { light_cruiser_4 = { amount = 1 owner = SOV version_name = "Tacoma Class" } } }
			ship = { name = "EK-30" definition = light_cruiser equipment = { light_cruiser_4 = { amount = 1 owner = SOV version_name = "Tacoma Class" } } }
		}
	}

}
