3;rocket_site;2929.00;15.35;1448.00;2.98;0
3;nuclear_reactor;2933.00;14.05;1459.00;4.54;0
4;arms_factory;3048.00;14.07;1477.00;4.57;0
4;arms_factory;3049.00;14.13;1478.00;2.41;0
4;arms_factory;3058.00;11.25;1470.00;0.25;0
4;arms_factory;3050.00;11.45;1484.00;0.35;0
4;arms_factory;3049.00;11.05;1485.00;4.47;0
4;arms_factory;3056.00;12.43;1476.00;0.85;0
4;industrial_complex;3059.00;11.25;1475.00;3.87;0
4;industrial_complex;3049.00;13.85;1470.00;5.08;0
4;industrial_complex;3064.00;10.50;1480.00;2.92;0
4;industrial_complex;3062.00;11.20;1481.00;5.58;0
4;industrial_complex;3054.00;13.57;1475.00;0.86;0
4;industrial_complex;3052.00;13.03;1469.00;3.52;0
4;air_base;3050.00;12.32;1482.00;1.36;0
4;bunker;3066.00;10.05;1479.00;4.03;0
4;bunker;3056.00;12.73;1480.00;5.59;0
4;bunker;3058.00;11.65;1472.00;3.42;0
4;anti_air_building;3067.00;9.82;1478.00;2.48;0
4;anti_air_building;3049.00;14.07;1473.00;4.03;0
4;anti_air_building;3057.00;12.15;1473.00;0.41;0
4;synthetic_refinery;3049.00;13.55;1479.00;3.08;0
4;fuel_silo;3056.00;12.53;1479.00;0.92;0
4;radar_station;3058.00;11.57;1475.00;3.48;0
4;rocket_site;3058.00;11.65;1472.00;5.15;0
4;nuclear_reactor;3054.00;11.25;1466.00;2.98;0
5;arms_factory;3142.00;10.15;1594.00;0.25;0
5;arms_factory;3105.00;9.80;1599.00;0.35;0
5;arms_factory;3147.00;10.30;1593.00;4.47;0
5;arms_factory;3154.00;10.20;1598.00;0.85;0
5;arms_factory;3143.00;10.32;1593.00;3.87;0
5;arms_factory;3108.00;9.80;1597.00;5.08;0
5;industrial_complex;3110.00;9.68;1606.00;2.92;0
5;industrial_complex;3155.00;10.30;1597.00;5.58;0
5;industrial_complex;3152.00;9.80;1603.00;0.86;0
5;industrial_complex;3136.00;10.40;1597.00;3.52;0
5;industrial_complex;3111.00;9.70;1603.00;1.36;0
5;industrial_complex;3122.00;9.80;1598.00;4.03;0
5;air_base;3143.00;10.00;1599.00;5.59;0
5;naval_base;3110.00;9.53;1607.00;-3.61;2309
5;naval_base;3111.00;9.50;1611.00;-2.36;2309
5;bunker;3131.00;10.00;1592.00;2.48;0
5;bunker;3150.00;10.40;1592.00;4.03;0
5;bunker;3153.00;9.80;1606.00;0.41;0
5;bunker;3121.00;9.80;1600.00;3.08;0
5;bunker;3140.00;10.35;1593.00;0.92;0
5;bunker;3114.00;9.70;1604.00;1.02;0
5;bunker;3144.00;9.90;1600.00;5.15;0
5;bunker;3133.00;10.35;1604.00;2.98;0
5;bunker;3119.00;9.90;1593.00;4.54;0
5;bunker;3114.00;9.80;1599.00;0.92;0
5;bunker;3102.00;9.75;1596.00;3.59;0
5;coastal_bunker;3108.00;9.50;1611.00;-2.36;0
5;coastal_bunker;3107.00;9.68;1606.00;-3.61;0
5;dockyard;3111.00;9.50;1612.00;-2.36;0
5;anti_air_building;3154.00;10.43;1595.00;4.70;0
5;anti_air_building;3138.00;10.05;1591.00;6.26;0
5;anti_air_building;3112.00;9.80;1601.00;4.10;0
5;synthetic_refinery;3109.00;9.80;1600.00;0.48;0
5;fuel_silo;3151.00;10.40;1594.00;3.15;0
5;radar_station;3130.00;10.30;1600.00;0.32;0
5;rocket_site;3142.00;10.15;1594.00;1.09;0
5;nuclear_reactor;3105.00;9.80;1599.00;5.22;0
6;arms_factory;2872.00;9.70;1540.00;4.47;0
6;arms_factory;2855.00;9.68;1540.00;0.85;0
6;arms_factory;2879.00;9.70;1539.00;3.87;0
6;arms_factory;2884.00;9.75;1541.00;5.08;0
6;arms_factory;2887.00;9.80;1536.00;2.92;0
6;arms_factory;2862.00;10.30;1536.00;5.58;0
6;industrial_complex;2855.00;9.68;1540.00;0.86;0
6;industrial_complex;2857.00;9.85;1538.00;3.52;0
6;industrial_complex;2893.00;10.40;1537.00;1.36;0
6;industrial_complex;2887.00;9.80;1536.00;4.03;0
6;industrial_complex;2883.00;9.98;1534.00;5.59;0
6;industrial_complex;2870.00;9.70;1538.00;3.42;0
6;air_base;2857.00;9.85;1538.00;4.64;0
6;naval_base;2848.00;9.53;1540.00;-2.50;8621
6;naval_base;2853.00;9.55;1542.00;-2.25;8621
6;naval_base;2873.00;9.50;1545.00;-2.55;8621
6;bunker;2880.00;9.70;1543.00;3.08;0
6;bunker;2848.00;9.70;1535.00;0.92;0
6;bunker;2893.00;10.45;1535.00;1.02;0
6;bunker;2867.00;10.10;1538.00;5.15;0
6;bunker;2882.00;9.73;1537.00;2.98;0
6;bunker;2865.00;10.20;1536.00;4.54;0
6;bunker;2873.00;9.65;1541.00;0.92;0
6;bunker;2859.00;9.80;1540.00;3.59;0
6;coastal_bunker;2853.00;9.55;1542.00;-2.25;0
6;coastal_bunker;2849.00;9.60;1540.00;-2.50;0
6;coastal_bunker;2870.00;9.53;1544.00;-2.55;0
6;dockyard;2849.00;9.60;1540.00;-2.50;0
6;anti_air_building;2880.00;9.70;1538.00;6.26;0
6;anti_air_building;2863.00;10.30;1536.00;4.10;0
6;anti_air_building;2870.00;9.70;1538.00;0.48;0
6;synthetic_refinery;2857.00;9.85;1538.00;3.15;0
6;fuel_silo;2893.00;10.40;1537.00;6.16;0
6;radar_station;2871.00;9.70;1539.00;2.91;0
6;rocket_site;2884.00;10.00;1534.00;5.22;0
6;nuclear_reactor;2870.00;9.70;1538.00;0.49;0
7;arms_factory;2881.00;9.70;1574.00;3.87;0
7;arms_factory;2883.00;9.70;1574.00;5.08;0
7;arms_factory;2883.00;9.60;1568.00;2.92;0
7;arms_factory;2883.00;9.60;1560.00;5.58;0
7;arms_factory;2885.00;9.60;1560.00;0.86;0
7;arms_factory;2882.00;9.70;1573.00;3.52;0
7;industrial_complex;2880.00;9.55;1574.00;1.36;0
7;industrial_complex;2882.00;9.70;1574.00;4.03;0
7;industrial_complex;2881.00;9.70;1571.00;5.59;0
7;industrial_complex;2882.00;9.60;1560.00;3.42;0
7;industrial_complex;2882.00;9.63;1566.00;4.64;0
7;industrial_complex;2880.00;9.55;1573.00;2.48;0
7;air_base;2882.00;9.70;1573.00;4.03;0
7;naval_base;2878.00;9.50;1569.00;-2.36;2775
7;naval_base;2887.00;9.53;1579.00;-2.94;2752
7;naval_base;2875.00;9.50;1562.00;-2.16;2775
7;bunker;2880.00;9.70;1566.00;1.02;0
7;bunker;2882.00;9.60;1565.00;5.15;0
7;bunker;2875.00;9.70;1559.00;2.98;0
7;bunker;2882.00;9.70;1573.00;4.54;0
7;coastal_bunker;2880.00;9.53;1575.00;-1.77;0
7;coastal_bunker;2879.00;9.53;1571.00;-2.36;0
7;coastal_bunker;2874.00;9.50;1561.00;-2.16;0
7;dockyard;2875.00;9.57;1561.00;-2.16;0
7;anti_air_building;2883.00;9.60;1563.00;2.04;0
7;anti_air_building;2881.00;9.63;1564.00;4.70;0
7;anti_air_building;2884.00;9.70;1575.00;6.26;0
7;synthetic_refinery;2883.00;9.70;1576.00;4.10;0
7;fuel_silo;2874.00;9.70;1558.00;0.48;0
7;radar_station;2879.00;9.55;1570.00;3.67;0
7;rocket_site;2885.00;9.60;1562.00;6.16;0
7;nuclear_reactor;2881.00;9.68;1575.00;1.09;0
8;arms_factory;2898.00;10.95;1510.00;2.92;0
8;arms_factory;2901.00;10.90;1510.00;5.58;0
8;arms_factory;2904.00;10.80;1510.00;0.86;0
8;arms_factory;2901.00;10.95;1511.00;3.52;0
8;arms_factory;2904.00;10.80;1511.00;1.36;0
8;arms_factory;2899.00;11.25;1512.00;4.03;0
8;industrial_complex;2902.00;10.95;1512.00;5.59;0
8;industrial_complex;2897.00;11.50;1513.00;3.42;0
8;industrial_complex;2900.00;11.18;1513.00;4.64;0
8;industrial_complex;2896.00;11.73;1514.00;2.48;0
8;industrial_complex;2899.00;11.40;1514.00;4.03;0
8;industrial_complex;2897.00;11.75;1515.00;0.41;0
8;air_base;2900.00;11.32;1515.00;3.08;0
8;bunker;2898.00;11.73;1516.00;0.92;0
8;anti_air_building;2899.00;11.70;1518.00;5.15;0
8;anti_air_building;2898.00;10.75;1508.00;2.98;0
8;anti_air_building;2901.00;10.82;1508.00;4.54;0
8;synthetic_refinery;2899.00;10.80;1509.00;0.92;0
8;fuel_silo;2903.00;10.80;1509.00;3.59;0
8;radar_station;2901.00;11.07;1514.00;0.09;0
8;rocket_site;2902.00;10.88;1510.00;1.53;0
8;nuclear_reactor;2899.00;11.10;1511.00;5.65;0
9;arms_factory;3025.00;10.38;1528.00;0.86;0
9;arms_factory;3038.00;12.50;1507.00;3.52;0
9;arms_factory;3031.00;11.20;1519.00;1.36;0
9;arms_factory;3034.00;12.32;1510.00;4.03;0
9;arms_factory;3023.00;12.50;1512.00;5.59;0
9;arms_factory;3020.00;12.90;1508.00;3.42;0
9;industrial_complex;3032.00;12.35;1502.00;4.64;0
9;industrial_complex;3035.00;10.75;1524.00;2.48;0
9;industrial_complex;3026.00;12.03;1518.00;4.03;0
9;industrial_complex;3016.00;12.00;1514.00;0.41;0
9;industrial_complex;3027.00;12.00;1510.00;3.08;0
9;industrial_complex;3030.00;11.85;1507.00;0.92;0
9;air_base;3026.00;13.85;1501.00;1.02;0
9;bunker;3018.00;14.45;1505.00;5.15;0
9;bunker;3024.00;14.68;1501.00;2.98;0
9;bunker;3046.00;12.70;1512.00;4.54;0
9;bunker;3058.00;12.65;1517.00;0.92;0
9;bunker;3037.00;11.70;1518.00;3.59;0
9;bunker;3036.00;12.15;1515.00;1.53;0
9;bunker;3017.00;12.18;1513.00;5.65;0
9;bunker;3027.00;10.30;1530.00;2.04;0
9;bunker;3026.00;11.90;1506.00;4.70;0
9;anti_air_building;3041.00;12.63;1512.00;4.10;0
9;anti_air_building;3024.00;10.57;1527.00;0.48;0
9;anti_air_building;3041.00;11.18;1521.00;3.15;0
9;synthetic_refinery;3042.00;12.32;1516.00;6.16;0
9;fuel_silo;3017.00;12.07;1515.00;1.09;0
9;radar_station;3036.00;12.43;1513.00;5.84;0
9;rocket_site;3039.00;12.60;1511.00;0.49;0
9;nuclear_reactor;3024.00;14.45;1502.00;4.61;0
10;arms_factory;3120.00;9.95;1551.00;1.36;0
10;arms_factory;3136.00;9.80;1557.00;4.03;0
10;arms_factory;3146.00;9.73;1551.00;5.59;0
10;arms_factory;3145.00;9.80;1556.00;3.42;0
10;arms_factory;3119.00;9.93;1554.00;4.64;0
10;arms_factory;3135.00;9.80;1558.00;2.48;0
10;industrial_complex;3136.00;9.80;1561.00;4.03;0
10;industrial_complex;3136.00;9.80;1568.00;0.41;0
10;industrial_complex;3144.00;9.82;1560.00;3.08;0
10;industrial_complex;3122.00;9.90;1558.00;0.92;0
10;industrial_complex;3118.00;9.90;1561.00;1.02;0
10;industrial_complex;3140.00;9.80;1569.00;5.15;0
10;air_base;3112.00;10.00;1548.00;2.98;0
10;bunker;3115.00;10.00;1551.00;4.54;0
10;bunker;3144.00;9.90;1552.00;0.92;0
10;bunker;3137.00;9.80;1565.00;3.59;0
10;bunker;3133.00;9.80;1560.00;1.43;0
10;bunker;3120.00;9.82;1563.00;1.53;0
10;bunker;3119.00;9.90;1557.00;5.65;0
10;bunker;3140.00;9.80;1551.00;2.04;0
10;bunker;3129.00;9.90;1554.00;4.70;0
10;anti_air_building;3128.00;9.88;1557.00;4.10;0
10;anti_air_building;3130.00;9.80;1562.00;0.48;0
10;anti_air_building;3139.00;9.80;1568.00;3.15;0
10;synthetic_refinery;3120.00;10.00;1547.00;6.16;0
10;fuel_silo;3126.00;9.90;1558.00;1.09;0
10;radar_station;3129.00;9.82;1557.00;5.84;0
10;rocket_site;3123.00;9.90;1564.00;0.49;0
10;nuclear_reactor;3115.00;10.00;1548.00;4.61;0
11;arms_factory;3193.00;10.30;1643.00;5.59;0
11;arms_factory;3188.00;10.30;1646.00;3.42;0
11;arms_factory;3198.00;10.32;1625.00;4.64;0
11;arms_factory;3213.00;10.50;1633.00;2.48;0
11;arms_factory;3206.00;9.95;1635.00;4.03;0
11;arms_factory;3203.00;9.82;1630.00;0.41;0
11;industrial_complex;3186.00;9.85;1619.00;3.08;0
11;industrial_complex;3200.00;10.40;1642.00;0.92;0
11;industrial_complex;3203.00;10.40;1643.00;1.02;0
11;industrial_complex;3195.00;10.40;1623.00;5.15;0
11;industrial_complex;3194.00;10.40;1625.00;2.98;0
11;industrial_complex;3189.00;10.10;1627.00;4.54;0
11;air_base;3201.00;9.85;1628.00;0.92;0
11;bunker;3199.00;9.80;1630.00;3.59;0
11;bunker;3194.00;10.32;1631.00;1.43;0
11;bunker;3181.00;9.75;1633.00;1.53;0
11;bunker;3185.00;9.80;1618.00;5.65;0
11;bunker;3189.00;10.05;1621.00;2.04;0
11;bunker;3197.00;10.32;1647.00;4.70;0
11;bunker;3208.00;10.40;1642.00;6.26;0
11;bunker;3211.00;10.38;1637.00;4.10;0
11;bunker;3193.00;10.40;1617.00;0.48;0
11;anti_air_building;3187.00;9.80;1615.00;6.16;0
11;anti_air_building;3181.00;9.73;1630.00;1.09;0
11;anti_air_building;3186.00;10.25;1631.00;5.22;0
11;synthetic_refinery;3181.00;9.75;1633.00;0.49;0
11;fuel_silo;3197.00;10.15;1636.00;4.61;0
11;radar_station;3195.00;10.15;1631.00;1.73;0
11;rocket_site;3205.00;10.18;1638.00;3.66;0
11;nuclear_reactor;3188.00;9.80;1612.00;5.22;0
12;arms_factory;3200.00;10.40;1666.00;4.64;0
12;arms_factory;3198.00;10.30;1665.00;2.48;0
12;arms_factory;3207.00;10.40;1676.00;4.03;0
12;arms_factory;3219.00;10.43;1663.00;0.41;0
12;arms_factory;3222.00;10.40;1662.00;3.08;0
12;arms_factory;3217.00;10.57;1666.00;0.92;0
12;industrial_complex;3226.00;10.35;1669.00;1.02;0
12;industrial_complex;3218.00;10.50;1670.00;5.15;0
12;industrial_complex;3232.00;9.95;1674.00;2.98;0
12;industrial_complex;3219.00;10.15;1658.00;4.54;0
12;industrial_complex;3211.00;10.35;1678.00;0.92;0
12;industrial_complex;3195.00;10.30;1666.00;3.59;0
12;air_base;3192.00;10.23;1672.00;1.43;0
12;naval_base;3186.00;9.50;1679.00;-1.57;1885
12;naval_base;3187.00;9.50;1674.00;-1.82;1885
12;naval_base;3180.00;9.60;1666.00;-2.36;1885
12;bunker;3190.00;9.88;1664.00;4.70;0
12;bunker;3204.00;10.30;1679.00;6.26;0
12;bunker;3196.00;10.30;1667.00;4.10;0
12;bunker;3188.00;9.60;1679.00;0.48;0
12;bunker;3224.00;10.40;1662.00;3.15;0
12;bunker;3200.00;10.40;1667.00;6.16;0
12;bunker;3229.00;9.90;1673.00;1.09;0
12;bunker;3197.00;10.30;1686.00;5.22;0
12;bunker;3210.00;10.55;1674.00;0.49;0
12;bunker;3213.00;10.30;1661.00;4.61;0
12;bunker;3214.00;10.40;1677.00;5.82;0
12;coastal_bunker;3185.00;9.50;1685.00;-1.57;0
12;coastal_bunker;3187.00;9.50;1673.00;-1.82;0
12;coastal_bunker;3184.00;9.57;1669.00;-2.36;0
12;dockyard;3186.00;9.50;1671.00;-1.82;0
12;anti_air_building;3194.00;10.30;1673.00;3.66;0
12;anti_air_building;3190.00;9.70;1662.00;0.04;0
12;anti_air_building;3191.00;9.95;1677.00;4.17;0
12;synthetic_refinery;3183.00;9.68;1667.00;5.38;0
12;fuel_silo;3194.00;9.90;1661.00;2.11;0
12;radar_station;3209.00;10.57;1673.00;6.03;0
12;rocket_site;3205.00;9.88;1664.00;1.16;0
12;nuclear_reactor;3210.00;10.60;1668.00;2.71;0
13;arms_factory;3191.00;10.10;1691.00;4.03;0
13;arms_factory;3195.00;10.30;1691.00;0.41;0
13;arms_factory;3190.00;9.90;1692.00;3.08;0
13;arms_factory;3193.00;10.25;1692.00;0.92;0
13;arms_factory;3196.00;10.30;1692.00;1.02;0
13;arms_factory;3191.00;10.07;1693.00;5.15;0
13;industrial_complex;3194.00;10.28;1693.00;2.98;0
13;industrial_complex;3197.00;10.25;1693.00;4.54;0
13;industrial_complex;3191.00;10.03;1694.00;0.92;0
13;industrial_complex;3195.00;10.30;1694.00;3.59;0
13;industrial_complex;3191.00;10.00;1695.00;1.43;0
13;industrial_complex;3194.00;10.25;1695.00;1.53;0
13;air_base;3191.00;9.95;1696.00;5.65;0
13;naval_base;3193.00;9.50;1723.00;-2.90;1660
13;naval_base;3173.00;9.50;1713.00;-1.82;1660
13;naval_base;3176.00;9.50;1698.00;-0.59;1885
13;naval_base;3220.00;9.55;1724.00;-3.34;1434
13;naval_base;3207.00;9.50;1727.00;-3.34;1434
13;naval_base;3174.00;9.55;1710.00;-2.21;1660
13;naval_base;3189.00;9.53;1695.00;-1.37;1885
13;bunker;3192.00;10.20;1700.00;1.09;0
13;bunker;3183.00;9.70;1700.00;5.22;0
13;bunker;3184.00;9.70;1718.00;0.49;0
13;bunker;3181.00;9.68;1706.00;4.61;0
13;bunker;3186.00;9.80;1704.00;5.82;0
13;bunker;3198.00;10.05;1714.00;3.66;0
13;bunker;3208.00;10.35;1709.00;5.22;0
13;bunker;3207.00;10.18;1693.00;1.60;0
13;bunker;3220.00;9.75;1723.00;5.72;0
13;bunker;3192.00;9.70;1720.00;2.10;0
13;bunker;3205.00;10.30;1707.00;3.66;0
13;bunker;3206.00;9.88;1716.00;0.04;0
13;coastal_bunker;3189.00;9.50;1696.00;-1.37;0
13;coastal_bunker;3172.00;9.50;1710.00;-2.21;0
13;coastal_bunker;3197.00;9.55;1723.00;-2.90;0
13;coastal_bunker;3182.00;9.50;1720.00;-1.82;0
13;coastal_bunker;3204.00;9.50;1725.00;-2.36;0
13;coastal_bunker;3222.00;9.68;1723.00;-3.34;0
13;coastal_bunker;3175.00;9.50;1700.00;-0.59;0
13;dockyard;3186.00;9.50;1688.00;-1.37;0
13;anti_air_building;3207.00;9.70;1723.00;2.62;0
13;anti_air_building;3211.00;9.70;1723.00;5.28;0
13;anti_air_building;3207.00;9.70;1724.00;1.67;0
13;synthetic_refinery;3210.00;9.70;1724.00;4.33;0
13;fuel_silo;3176.00;9.53;1701.00;1.07;0
13;radar_station;3195.00;10.30;1707.00;4.40;0
13;rocket_site;3178.00;9.70;1703.00;0.11;0
13;nuclear_reactor;3176.00;9.70;1704.00;2.78;0
14;arms_factory;2755.00;10.53;1483.00;3.08;0
14;arms_factory;2773.00;9.68;1469.00;0.92;0
14;arms_factory;2755.00;10.30;1480.00;1.02;0
14;arms_factory;2762.00;10.05;1472.00;5.15;0
14;arms_factory;2772.00;9.78;1486.00;2.98;0
14;arms_factory;2772.00;9.70;1472.00;4.54;0
14;industrial_complex;2779.00;9.70;1476.00;0.92;0
14;industrial_complex;2751.00;9.70;1475.00;3.59;0
14;industrial_complex;2778.00;9.70;1472.00;1.43;0
14;industrial_complex;2778.00;9.63;1467.00;1.53;0
14;industrial_complex;2778.00;9.75;1479.00;5.65;0
14;industrial_complex;2772.00;9.68;1465.00;2.04;0
14;air_base;2745.00;9.73;1484.00;4.70;0
14;naval_base;2748.00;9.50;1474.00;0.93;8546
14;naval_base;2735.00;9.60;1488.00;-2.68;2381
14;naval_base;2777.00;9.50;1489.00;-3.14;2871
14;naval_base;2769.00;9.50;1463.00;-0.98;8546
14;naval_base;2745.00;9.55;1490.00;-2.21;2381
14;naval_base;2754.00;9.50;1471.00;-0.32;8546
14;naval_base;2762.00;9.57;1489.00;-3.14;2871
14;naval_base;2765.00;9.50;1469.00;-0.69;8546
14;bunker;2768.00;9.73;1472.00;4.61;0
14;bunker;2762.00;10.40;1479.00;5.82;0
14;bunker;2750.00;9.90;1486.00;3.66;0
14;bunker;2761.00;10.28;1486.00;5.22;0
14;bunker;2780.00;9.63;1465.00;1.60;0
14;bunker;2744.00;9.70;1479.00;5.72;0
14;bunker;2780.00;9.70;1481.00;2.10;0
14;bunker;2779.00;9.73;1488.00;3.66;0
14;bunker;2738.00;9.70;1488.00;0.04;0
14;bunker;2754.00;9.70;1491.00;4.17;0
14;bunker;2757.00;9.70;1474.00;5.38;0
14;coastal_bunker;2772.00;9.53;1464.00;-0.98;0
14;coastal_bunker;2733.00;9.50;1488.00;-2.68;0
14;coastal_bunker;2746.00;9.50;1491.00;-2.21;0
14;coastal_bunker;2738.00;9.50;1476.00;-1.33;0
14;coastal_bunker;2750.00;9.50;1473.00;-0.32;0
14;coastal_bunker;2762.00;9.70;1488.00;-3.14;0
14;coastal_bunker;2775.00;9.60;1487.00;-3.14;0
14;coastal_bunker;2764.00;9.50;1470.00;-0.69;0
14;dockyard;2755.00;9.53;1494.00;-4.04;0
14;anti_air_building;2762.00;10.50;1484.00;4.33;0
14;anti_air_building;2771.00;9.63;1471.00;1.07;0
14;anti_air_building;2759.00;10.53;1481.00;2.27;0
14;synthetic_refinery;2779.00;9.70;1482.00;0.11;0
14;fuel_silo;2779.00;9.75;1487.00;2.78;0
14;radar_station;2759.00;10.30;1479.00;0.28;0
14;rocket_site;2777.00;9.68;1484.00;2.17;0
14;nuclear_reactor;2755.00;9.68;1476.00;4.84;0
15;arms_factory;2786.00;10.78;1490.00;1.02;0
15;arms_factory;2781.00;9.70;1508.00;5.15;0
15;arms_factory;2786.00;10.35;1495.00;2.98;0
15;arms_factory;2800.00;10.95;1490.00;4.54;0
15;arms_factory;2814.00;10.15;1495.00;0.92;0
15;arms_factory;2803.00;10.50;1492.00;3.59;0
15;industrial_complex;2803.00;9.75;1501.00;1.43;0
15;industrial_complex;2803.00;10.65;1494.00;1.53;0
15;industrial_complex;2795.00;11.50;1490.00;5.65;0
15;industrial_complex;2812.00;10.43;1491.00;2.04;0
15;industrial_complex;2788.00;10.98;1493.00;4.70;0
15;industrial_complex;2805.00;10.30;1494.00;6.26;0
15;air_base;2820.00;10.00;1495.00;4.10;0
15;naval_base;2806.00;9.55;1503.00;-2.90;2847
15;naval_base;2778.00;9.50;1509.00;-1.57;2871
15;naval_base;2795.00;9.55;1504.00;-3.39;2847
15;naval_base;2784.00;10.18;1489.00;-2.16;2871
15;naval_base;2787.00;9.68;1504.00;-3.39;2847
15;bunker;2782.00;9.55;1499.00;0.49;0
15;bunker;2793.00;11.50;1490.00;4.61;0
15;bunker;2793.00;9.70;1503.00;5.82;0
15;bunker;2803.00;10.50;1492.00;3.66;0
15;bunker;2808.00;10.28;1494.00;5.22;0
15;bunker;2794.00;10.85;1499.00;1.60;0
15;bunker;2808.00;10.00;1500.00;5.72;0
15;bunker;2819.00;10.07;1494.00;2.10;0
15;bunker;2815.00;9.82;1502.00;3.66;0
15;bunker;2780.00;9.70;1508.00;0.04;0
15;bunker;2819.00;9.95;1489.00;4.17;0
