106;1059.00;9.50;1316.00;big
106;1288.00;9.50;1172.00;big
107;1520.00;9.50;1009.00;big
107;1444.00;9.50;1081.00;big
108;1569.00;9.50;381.00;big
108;1615.00;9.50;606.00;big
109;1455.00;9.50;879.00;big
109;1513.00;9.50;747.00;big
110;1202.00;9.50;1004.00;big
110;1177.00;9.50;791.00;big
111;886.00;9.50;1177.00;big
111;690.00;9.50;1214.00;big
112;267.00;9.50;223.00;big
112;675.00;9.50;240.00;big
113;668.00;9.50;452.00;big
113;827.00;9.50;570.00;big
114;644.00;9.50;1739.00;big
114;344.00;9.50;1782.00;big
115;580.00;9.50;1510.00;big
115;750.00;9.50;1532.00;big
116;3624.00;15.65;1457.00;big
116;3574.00;13.90;1536.00;big
116;3716.00;12.75;1528.00;big
116;3726.00;14.80;1411.00;big
117;1513.00;9.50;1470.00;big
117;1593.00;9.70;1585.00;big
118;941.00;9.50;1537.00;big
118;910.00;12.63;1688.00;big
119;1194.00;12.32;1503.00;big
119;1296.00;9.50;1474.00;big
120;1130.00;12.38;1681.00;big
120;1250.00;11.15;1625.00;big
121;1755.00;9.90;1867.00;big
121;1571.00;9.60;1707.00;big
122;910.00;10.88;1873.00;big
122;1206.00;9.90;1858.00;big
123;1206.00;12.53;1287.00;big
123;1266.00;14.18;1277.00;big
124;1609.00;16.08;981.00;big
124;1735.00;9.50;1077.00;big
125;2187.00;10.07;836.00;big
125;2074.00;10.65;637.00;big
126;3085.00;9.60;1444.00;big
126;2963.00;9.82;1518.00;big
126;2824.00;11.38;1516.00;big
126;2889.00;10.03;1527.00;big
126;3028.00;9.70;1472.00;big
126;3158.00;9.50;1463.00;big
126;3014.00;10.40;1459.00;big
127;3129.00;9.50;1394.00;big
127;2995.00;10.60;1368.00;big
127;2619.00;9.50;1253.00;big
127;2748.00;9.50;1315.00;big
127;2970.00;10.30;1221.00;big
127;2862.00;10.35;1464.00;big
128;3341.00;9.93;1216.00;big
128;3323.00;9.98;1345.00;big
128;3280.00;9.50;1434.00;big
129;3428.00;10.98;1593.00;big
129;3302.00;11.88;1585.00;big
130;3369.00;9.50;1759.00;big
130;3296.00;9.50;1786.00;big
131;3344.00;9.50;1874.00;big
131;3284.00;9.50;1859.00;big
132;3323.00;9.50;1958.00;big
132;3341.00;9.60;2073.00;big
133;3422.00;9.50;1928.00;big
133;3410.00;9.50;1831.00;big
133;3495.00;9.50;1882.00;big
134;3543.00;9.60;1619.00;small
134;3483.00;13.80;1654.00;small
135;3530.00;9.50;1702.00;big
135;3449.00;9.50;1715.00;big
136;3798.00;9.50;1856.00;big
136;3708.00;9.60;1651.00;big
136;3832.00;9.50;1703.00;big
136;3846.00;9.60;1841.00;big
136;3733.00;9.93;1767.00;big
136;4104.00;10.20;1756.00;big
136;4039.00;15.53;1640.00;big
136;3791.00;9.50;1583.00;big
136;3676.00;9.50;1698.00;big
136;3943.00;10.10;1801.00;big
136;3905.00;10.65;1626.00;big
137;3483.00;9.50;1775.00;big
137;3619.00;9.50;1831.00;big
137;3610.00;9.50;1759.00;big
137;3535.00;9.60;1813.00;big
138;3744.00;9.98;1865.00;big
138;3708.00;10.03;1845.00;big
138;3725.00;9.75;1897.00;big
138;3729.00;9.80;1953.00;big
138;3750.00;9.70;1829.00;big
139;3083.00;13.68;612.00;big
139;3259.00;10.57;536.00;big
139;3151.00;11.20;496.00;big
140;2796.00;9.60;1196.00;big
140;2947.00;10.00;1099.00;big
140;2588.00;9.50;1169.00;big
140;2670.00;9.90;1120.00;big
140;2832.00;9.63;1075.00;big
141;4251.00;9.50;1344.00;big
141;4179.00;9.50;1341.00;big
142;4423.00;9.60;1243.00;big
142;4477.00;9.50;1161.00;big
143;4655.00;12.35;1644.00;big
143;4631.00;9.50;1565.00;big
144;4385.00;12.45;1604.00;big
144;4506.00;12.03;1530.00;big
145;4201.00;12.82;1665.00;big
145;4063.00;11.90;1586.00;big
146;4131.00;21.43;1410.00;big
146;4210.00;20.65;1443.00;big
146;4026.00;20.65;1505.00;big
147;4001.00;9.50;2087.00;big
147;4356.00;11.25;2209.00;big
148;4946.00;9.78;1746.00;big
148;4857.00;9.73;1855.00;big
149;4510.00;10.78;1906.00;big
149;4913.00;9.60;2040.00;big
150;3567.00;9.50;2115.00;big
150;3596.00;9.50;2043.00;big
150;3685.00;9.50;2061.00;big
150;3706.00;9.50;2201.00;big
150;3390.00;9.60;2051.00;big
150;3417.00;9.60;2014.00;big
150;3489.00;9.50;1996.00;big
150;3488.00;9.50;2058.00;big
151;4173.00;10.10;1836.00;big
151;4207.00;9.50;2017.00;big
151;4071.00;9.60;1897.00;big
151;4068.00;9.50;1976.00;big
151;4339.00;10.10;2005.00;big
151;4260.00;9.70;1926.00;big
151;4168.00;9.50;1953.00;big
152;4254.00;11.38;1790.00;big
152;4271.00;12.60;1741.00;big
152;4383.00;13.28;1687.00;big
152;4336.00;14.03;1823.00;big
152;4483.00;12.28;1680.00;big
152;4558.00;12.03;1736.00;big
152;4432.00;12.40;1766.00;big
153;3960.00;9.50;1326.00;big
153;4059.00;9.50;1361.00;big
154;4896.00;9.60;1497.00;big
154;5006.00;10.15;1567.00;big
155;4752.00;9.50;1644.00;big
155;4816.00;9.50;1717.00;big
156;4683.00;9.80;478.00;big
156;4960.00;9.53;462.00;big
157;5474.00;9.60;247.00;big
157;5566.00;9.60;346.00;big
158;4560.00;9.68;847.00;big
158;4635.00;9.60;832.00;big
158;4494.00;9.78;854.00;big
158;4712.00;9.60;830.00;big
158;4760.00;9.60;814.00;big
159;4644.00;9.60;1015.00;big
159;4575.00;9.55;958.00;big
160;4713.00;9.75;1206.00;big
160;4763.00;9.63;1087.00;big
161;2469.00;9.60;2127.00;small
161;2545.00;11.63;2118.00;small
162;3896.00;15.07;1517.00;big
162;3823.00;15.45;1494.00;big
163;1943.00;9.57;1008.00;big
163;1827.00;9.60;799.00;big
164;4624.00;9.50;1480.00;big
164;4661.00;9.73;1411.00;big
165;4562.00;10.05;1353.00;big
165;4467.00;12.03;1356.00;big
166;1437.00;9.50;2068.00;big
166;1525.00;9.50;1982.00;big
167;5109.00;10.18;844.00;big
167;4985.00;9.65;892.00;big
168;3103.00;9.50;1600.00;big
168;3024.00;9.50;1691.00;big
169;3029.00;9.50;1600.00;big
169;2958.00;9.60;1623.00;big
170;1607.00;9.50;1382.00;big
170;1468.00;9.50;1365.00;big
171;388.00;9.50;1948.00;big
171;820.00;9.60;1801.00;big
172;274.00;9.50;797.00;big
172;490.00;9.50;793.00;big
173;2910.00;9.50;1920.00;big
173;2874.00;9.50;1969.00;big
174;2964.00;9.50;2181.00;big
174;2892.00;9.50;2014.00;big
175;895.00;9.50;836.00;big
175;662.00;9.50;814.00;big
176;349.00;9.50;1491.00;big
176;127.00;9.50;1507.00;big
177;5208.00;9.50;1473.00;big
177;5257.00;9.50;1638.00;big
178;132.00;9.50;545.00;big
178;5595.00;9.60;690.00;big
179;495.00;9.50;503.00;big
179;330.00;9.50;559.00;big
180;100.00;9.50;1012.00;big
180;5604.00;9.50;1247.00;big
181;3544.00;10.95;613.00;big
181;3544.00;9.50;707.00;big
182;2739.00;10.10;1500.00;big
182;2663.00;10.15;1411.00;big
183;3115.00;9.90;1110.00;big
183;3273.00;11.32;1002.00;big
184;3131.00;11.60;823.00;big
184;3057.00;10.00;973.00;big
185;3331.00;9.82;712.00;big
185;3344.00;12.55;870.00;big
186;4818.00;9.88;1545.00;big
186;4798.00;11.35;1610.00;big
187;4448.00;9.50;914.00;big
187;4390.00;9.50;976.00;big
188;4371.00;9.60;1090.00;big
188;4413.00;9.73;1018.00;big
189;4327.00;9.60;1231.00;big
189;4321.00;9.70;1322.00;big
190;3873.00;9.50;1386.00;big
190;3946.00;9.50;1464.00;big
191;3197.00;9.60;2241.00;big
191;3057.00;9.50;2176.00;big
192;3114.00;9.80;2139.00;big
192;3043.00;9.93;2053.00;big
193;4894.00;9.60;752.00;big
193;4789.00;10.25;711.00;big
194;5116.00;9.60;615.00;big
194;5118.00;9.63;418.00;big
195;4653.00;10.10;584.00;big
195;4943.00;9.50;582.00;big
196;3623.00;9.50;1281.00;big
196;3443.00;12.78;1360.00;big
197;1664.00;9.50;1661.00;big
197;1763.00;9.57;1720.00;big
198;1440.00;9.60;1637.00;big
198;1409.00;9.50;1509.00;big
199;1011.00;13.10;1664.00;big
199;1048.00;13.23;1541.00;big
200;4405.00;18.88;1507.00;big
200;4313.00;21.50;1485.00;big
201;1747.00;18.70;679.00;big
201;1640.00;9.60;818.00;big
202;3198.00;9.60;1522.00;big
202;3225.00;9.50;1571.00;big
203;3730.00;9.50;1344.00;big
203;3619.00;9.50;1378.00;big
204;1065.00;9.60;1422.00;big
204;1180.00;13.82;1362.00;big
205;1406.00;9.50;1220.00;big
205;1325.00;9.63;1216.00;big
206;3120.00;9.50;1917.00;big
206;3057.00;9.50;1897.00;big
207;2971.00;9.50;1962.00;big
207;2985.00;9.50;1897.00;big
